Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,time_spent
48,0,1.0,Research & Development,12,4,Medical,2316,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3,3,3.0,3.0,3.0,28350.489959
29,0,1.0,Research & Development,23,4,Life Sciences,2317,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,4,3,3.0,3.0,2.0,28022.204819
33,0,1.0,Research & Development,9,1,Medical,2318,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,2,4,1.0,1.0,1.0,25565.935742
30,1,1.0,Research & Development,1,3,Other,2319,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,3,3,2.0,1.0,3.0,26606.799196
38,0,2.0,Sales,9,3,Marketing,2320,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3,3,3.0,3.0,3.0,24839.232931
35,0,1.0,Sales,7,2,Life Sciences,2321,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,3,3,4.0,1.0,3.0,24432.570281
30,0,1.0,Research & Development,14,3,Technical Degree,2322,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3,3,3.0,2.0,3.0,23462.261044
35,1,1.0,Research & Development,2,3,Medical,2323,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1,3,1.0,1.0,3.0,34835.41767
53,1,1.0,Research & Development,19,3,Life Sciences,2324,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3,4,3.0,4.0,3.0,23386.004016
38,1,1.0,Research & Development,2,3,Medical,2325,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,2,3,3.0,2.0,3.0,27415.718875
32,0,0.0,Research & Development,10,4,Life Sciences,2326,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,3,3,4.0,1.0,2.0,26589.951807
48,0,1.0,Research & Development,2,5,Life Sciences,2327,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3,3,3.0,1.0,2.0,25565.200803
34,0,1.0,Research & Development,3,3,Life Sciences,2328,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,3,3,1.0,4.0,1.0,26724.425702
55,0,1.0,Research & Development,11,1,Medical,2329,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,2,3,3.0,4.0,3.0,23081.437751
34,0,1.0,Research & Development,2,2,Life Sciences,2330,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,3,3,2.0,4.0,2.0,21993.044176
26,0,1.0,Research & Development,4,3,Life Sciences,2331,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,3,3,1.0,4.0,3.0,26315.979919
38,0,1.0,Sales,14,2,Marketing,2332,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,4,4,3.0,2.0,3.0,25081.911646
38,0,1.0,Research & Development,2,3,Life Sciences,2333,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2,3,2.0,2.0,4.0,25967.899598
36,0,1.0,Human Resources,1,3,Human Resources,2334,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,3,3,2.0,3.0,3.0,26606.7751
29,0,1.0,Research & Development,10,3,Life Sciences,2335,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2,3,2.0,1.0,3.0,29044.630522
35,0,1.0,Sales,12,2,Life Sciences,2336,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,4,3,1.0,3.0,3.0,33547.433734
39,0,1.0,Sales,2,2,Medical,2337,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,3,3,4.0,3.0,3.0,28066.124497
29,0,2.0,Research & Development,5,1,Medical,2338,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,3,4,1.0,4.0,4.0,24538.413654
50,0,1.0,Research & Development,4,2,Medical,2339,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,1,3,3.0,3.0,3.0,33783.690763
23,0,1.0,Research & Development,7,2,Life Sciences,2340,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,3,3,4.0,3.0,3.0,24191.570281
36,0,2.0,Sales,21,3,Life Sciences,2341,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,3,3,1.0,1.0,3.0,33076.827309
42,0,1.0,Research & Development,8,2,Life Sciences,2342,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,3,3,4.0,4.0,3.0,21614.433734
35,0,1.0,Sales,4,3,Medical,2343,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,3,3,2.0,3.0,2.0,23158.718875
34,0,2.0,Research & Development,25,1,Life Sciences,2344,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,3,3,4.0,3.0,2.0,21661.562248
40,0,1.0,Research & Development,1,4,Life Sciences,2345,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,3,3,4.0,1.0,3.0,23441.180722
43,0,1.0,Research & Development,1,1,Other,2346,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4,4,4.0,2.0,3.0,25172.373493
35,0,1.0,Sales,6,3,Marketing,2347,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,2,3,3.0,4.0,2.0,26528.851405
46,0,1.0,Research & Development,12,4,Technical Degree,2348,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,3,3,4.0,1.0,1.0,23752.393574
28,1,1.0,Human Resources,1,3,Medical,2349,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3,3,3.0,2.0,3.0,30255.626506
22,0,0.0,Sales,17,2,Marketing,2350,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2,3,2.0,3.0,2.0,31963.899598
50,0,2.0,Research & Development,3,3,Other,2351,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2,4,2.0,3.0,3.0,33823.726907
32,0,1.0,Research & Development,3,2,Life Sciences,2352,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,3,3,2.0,4.0,3.0,22673.321285
44,0,1.0,Research & Development,10,3,Technical Degree,2353,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,3,4,2.0,4.0,2.0,31625.582329
30,0,1.0,Research & Development,4,3,Medical,2354,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,3,3,2.0,2.0,2.0,23782.088353
45,0,1.0,Sales,29,2,Technical Degree,2355,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3,3,3.0,1.0,3.0,32041.839357
45,0,0.0,Sales,2,4,Life Sciences,2356,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,2,3,1.0,1.0,3.0,28378.028112
31,0,2.0,Research & Development,7,3,Medical,2357,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,3,4,4.0,1.0,3.0,25964.240963
36,0,1.0,Research & Development,18,1,Medical,2358,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3,3,3.0,3.0,3.0,39288.236947
34,0,2.0,Sales,28,4,Marketing,2359,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,2,3,3.0,4.0,3.0,21829.863453
49,0,1.0,Research & Development,1,4,Life Sciences,2360,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3,3,3.0,1.0,2.0,26153.052208
39,0,1.0,Research & Development,6,2,Life Sciences,2361,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,3,3,2.0,1.0,3.0,23620.827309
27,0,1.0,Research & Development,2,1,Life Sciences,2362,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,3,3,4.0,1.0,3.0,21997.891566
35,0,1.0,Research & Development,2,3,Medical,2363,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2,4,2.0,1.0,3.0,27307.441767
28,0,1.0,Research & Development,23,3,Life Sciences,2364,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0,3,3,2.0,1.0,2.0,26753.068273
21,0,1.0,Research & Development,3,1,Life Sciences,2365,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2,3,3,3.0,4.0,3.0,28547.835341
18,1,2.0,Research & Development,3,5,Medical,2366,Male,1,Research Director,Single,24790,1.0,12,1,0.0,2,0,0,0,2,3,2.0,4.0,4.0,30140.835341
47,0,1.0,Research & Development,25,4,Medical,2367,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0,2,3,4.0,3.0,3.0,21646.554216
39,0,1.0,Sales,2,4,Life Sciences,2368,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,10.0,5,10,0,7,3,3,3.0,3.0,3.0,24802.534136
40,0,1.0,Research & Development,22,1,Life Sciences,2369,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12,3,3,1.0,3.0,3.0,27090.473895
35,0,0.0,Research & Development,29,3,Medical,2370,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9,3,3,3.0,3.0,3.0,22263.385542
37,0,1.0,Research & Development,29,4,Technical Degree,2371,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2,4,3,3.0,3.0,2.0,28888.341365
39,0,2.0,Research & Development,2,3,Technical Degree,2372,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8,3,3,1.0,3.0,1.0,23981.277108
45,0,1.0,Research & Development,28,3,Life Sciences,2373,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9,2,3,4.0,4.0,3.0,26374.734939
38,0,1.0,Research & Development,2,4,Life Sciences,2374,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2,3,3,4.0,3.0,4.0,34564.297188
35,1,1.0,Research & Development,2,3,Life Sciences,2375,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0,3,3,4.0,1.0,3.0,21593.726907
37,0,1.0,Research & Development,22,3,Life Sciences,2376,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7,3,3,2.0,2.0,1.0,28744.987951
40,0,1.0,Research & Development,8,3,Technical Degree,2377,Female,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3,2,3,3.0,4.0,2.0,33102.036144
44,0,2.0,Sales,2,2,Marketing,2378,Male,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,2,2,3,1.0,4.0,3.0,30965.807228
48,0,2.0,Sales,10,4,Marketing,2379,Female,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,2,3,3,3.0,4.0,3.0,25485.915662
35,1,1.0,Research & Development,9,3,Life Sciences,2380,Male,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2,1,3,3.0,4.0,2.0,38532.863453
24,0,2.0,Research & Development,15,3,Life Sciences,2381,Male,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,3,3,4,1.0,4.0,3.0,31198.955823
27,0,1.0,Sales,10,4,Life Sciences,2382,Male,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2,1,3,2.0,3.0,3.0,26018.184738
27,0,2.0,Research & Development,7,3,Life Sciences,2383,Male,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,2,3,4,4.0,4.0,2.0,23090.457831
40,1,1.0,Sales,16,4,Marketing,2384,Male,1,Research Director,Single,36330,3.0,16,2,10.0,0,4,0,3,3,3,1.0,1.0,1.0,37696.429718
29,0,1.0,Research & Development,20,1,Medical,2385,Female,2,Manager,Single,41630,9.0,15,1,8.0,4,5,1,4,2,3,3.0,3.0,3.0,26345.37751
36,0,1.0,Research & Development,23,3,Life Sciences,2386,Female,3,Sales Executive,Married,21320,4.0,20,0,9.0,1,3,0,2,2,4,2.0,1.0,3.0,28535.883534
25,0,2.0,Sales,5,1,Marketing,2387,Male,4,Manufacturing Director,Divorced,139730,1.0,14,0,7.0,3,7,0,7,2,3,4.0,3.0,3.0,22060.148594
39,0,1.0,Sales,10,3,Marketing,2388,Female,2,Research Director,Married,26840,4.0,12,0,7.0,2,5,1,0,3,3,4.0,2.0,3.0,24309.738955
49,0,1.0,Sales,4,2,Life Sciences,2389,Male,2,Research Director,Married,108450,3.0,24,0,27.0,4,4,1,2,2,4,1.0,2.0,3.0,27982.666666
50,0,1.0,Research & Development,2,2,Medical,2390,Male,3,Sales Executive,Divorced,43770,5.0,12,1,19.0,2,14,1,11,2,3,4.0,1.0,3.0,28099.008032
20,0,1.0,Research & Development,18,4,Medical,2391,Female,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,2,3,3,3.0,3.0,3.0,23816.389558
34,0,1.0,Research & Development,10,3,Medical,2392,Male,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,9,3,3,4.0,2.0,3.0,27637.15261
36,0,1.0,Research & Development,1,3,Life Sciences,2393,Female,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,3,3,3,1.0,2.0,3.0,21516.289156
49,0,1.0,Human Resources,6,2,Life Sciences,2394,Female,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,12,3,3,3.0,3.0,3.0,30481.967871
36,0,0.0,Research & Development,8,4,Life Sciences,2395,Male,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,2,3,3,4.0,3.0,3.0,28815.240963
36,0,1.0,Research & Development,2,2,Medical,2396,Female,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4,3,3,4.0,1.0,3.0,22596.084337
54,0,1.0,Sales,24,3,Marketing,2397,Male,1,Laboratory Technician,Married,26000,3.0,14,0,36.0,5,10,4,7,3,3,2.0,3.0,3.0,27359.967871
43,0,1.0,Research & Development,2,4,Life Sciences,2398,Female,1,Research Scientist,Married,24220,1.0,11,1,14.0,2,14,6,11,3,3,3.0,3.0,3.0,27298.41767
35,1,2.0,Research & Development,17,4,Medical,2399,Male,1,Research Director,Single,54720,3.0,11,1,13.0,3,11,6,7,2,3,4.0,4.0,4.0,30176.128514
38,0,2.0,Research & Development,19,2,Life Sciences,2400,Male,2,Research Scientist,Married,24510,7.0,12,1,19.0,3,13,2,9,3,3,4.0,4.0,4.0,25895.329317
29,0,1.0,Research & Development,1,2,Medical,2401,Male,2,Sales Representative,Divorced,42400,1.0,14,0,10.0,2,10,0,9,2,3,1.0,2.0,2.0,38501.128514
33,0,1.0,Research & Development,7,3,Medical,2402,Male,5,Sales Executive,Divorced,109990,1.0,18,3,6.0,3,6,0,4,2,3,4.0,4.0,3.0,22924.032128
32,0,1.0,Research & Development,5,4,Technical Degree,2403,Male,5,Research Scientist,Divorced,50030,0.0,13,0,10.0,5,9,1,6,3,3,4.0,2.0,2.0,23696.485943
31,0,1.0,Research & Development,28,4,Technical Degree,2404,Female,2,Sales Executive,Married,127420,1.0,11,0,10.0,4,10,0,2,2,3,1.0,4.0,3.0,26698.951807
49,0,1.0,Research & Development,2,4,Medical,2405,Male,1,Laboratory Technician,Divorced,42270,4.0,18,0,17.0,3,2,2,2,2,3,4.0,1.0,2.0,34897.771084
38,0,2.0,Sales,29,2,Medical,2406,Female,1,Sales Executive,Single,39170,1.0,15,3,4.0,2,4,3,3,3,3,4.0,2.0,3.0,28183.911646
47,0,1.0,Research & Development,1,4,Medical,2407,Male,3,Laboratory Technician,Divorced,183030,6.0,22,1,29.0,2,3,1,2,2,4,2.0,2.0,3.0,24232.216867
49,0,1.0,Research & Development,21,3,Medical,2408,Male,2,Manufacturing Director,Single,23800,4.0,13,0,23.0,3,8,0,0,1,3,3.0,3.0,3.0,23082.578313
41,0,1.0,Research & Development,24,4,Life Sciences,2409,Female,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,2,4,3,4.0,3.0,3.0,39575.502008
20,0,1.0,Research & Development,1,3,Life Sciences,2410,Male,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,2,3,3,4.0,1.0,3.0,27621.53012
33,0,0.0,Research & Development,18,2,Medical,2411,Female,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2,3,3.0,4.0,3.0,34084.983935
36,0,1.0,Research & Development,2,2,Technical Degree,2412,Male,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,2,3,3,1.0,3.0,2.0,21566.726907
44,0,1.0,Research & Development,9,3,Technical Degree,2413,Female,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2,3,3.0,4.0,3.0,30553.827309
23,1,1.0,Human Resources,6,3,Life Sciences,2414,Female,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,2,3,3,4.0,3.0,3.0,29221.128514
38,0,1.0,Research & Development,11,2,Life Sciences,2415,Male,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,0,3,3,4.0,3.0,2.0,26597.931726
53,0,1.0,Research & Development,24,3,Life Sciences,2416,Male,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2,3,3,2.0,4.0,3.0,28798.791164
48,1,2.0,Sales,10,2,Marketing,2417,Male,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,7,1,3,4.0,3.0,3.0,35725.807228
32,1,1.0,Sales,1,3,Life Sciences,2418,Male,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,0,3,3,4.0,2.0,3.0,26941.112449
26,0,0.0,Research & Development,18,2,Medical,2419,Male,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,7,3,4,4.0,4.0,3.0,25831.369477
55,0,1.0,Research & Development,23,1,Life Sciences,2420,Male,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,2,3,3,1.0,2.0,3.0,27666.694779
34,0,1.0,Sales,28,3,Life Sciences,2421,Female,2,Research Scientist,Married,176500,1.0,19,1,15.0,6,15,4,13,1,3,2.0,4.0,4.0,28780.349397
60,0,1.0,Sales,17,4,Medical,2422,Male,1,Manager,Divorced,40250,3.0,13,1,19.0,5,1,0,0,2,3,3.0,4.0,4.0,22302.220883
33,0,1.0,Sales,3,3,Life Sciences,2423,Male,3,Manager,Married,97250,1.0,11,0,14.0,0,14,2,13,3,3,2.0,2.0,3.0,28009.506024
37,0,2.0,Research & Development,13,3,Life Sciences,2424,Male,1,Laboratory Technician,Divorced,119040,1.0,12,1,6.0,4,6,1,3,3,3,3.0,4.0,2.0,23333.261044
34,0,1.0,Research & Development,7,2,Life Sciences,2425,Male,1,Healthcare Representative,Married,21770,1.0,13,0,10.0,5,10,8,7,3,3,2.0,4.0,3.0,25629.17269
23,1,1.0,Research & Development,12,2,Medical,2426,Male,2,Research Scientist,Divorced,75250,1.0,14,2,3.0,2,3,0,2,3,3,3.0,4.0,3.0,33165.911646
44,0,1.0,Human Resources,1,3,Life Sciences,2427,Male,1,Research Scientist,Married,48340,1.0,14,0,9.0,1,8,6,7,4,3,3.0,4.0,3.0,30498.124497
35,0,2.0,Research & Development,13,3,Life Sciences,2428,Male,3,Sales Executive,Single,20420,0.0,16,0,6.0,2,5,1,4,3,3,1.0,4.0,4.0,29396.096385
43,0,1.0,Research & Development,25,4,Life Sciences,2429,Male,2,Sales Executive,Married,22200,1.0,11,0,10.0,2,10,8,8,1,3,4.0,4.0,3.0,29194.79518
24,0,1.0,Research & Development,6,3,Life Sciences,2430,Male,3,Sales Executive,Married,10520,1.0,13,0,5.0,3,5,0,4,3,3,3.0,3.0,3.0,24186.807228
41,0,1.0,Sales,6,4,Marketing,2431,Male,1,Research Scientist,Single,28210,1.0,17,0,10.0,3,10,8,7,3,3,4.0,3.0,3.0,25180.064257
29,0,1.0,Research & Development,2,2,Life Sciences,2432,Male,2,Research Scientist,Married,192370,9.0,11,1,9.0,2,5,1,2,3,3,4.0,3.0,3.0,28324.626506
36,0,1.0,Human Resources,1,4,Life Sciences,2433,Female,3,Research Scientist,Single,41070,3.0,11,1,17.0,2,13,6,7,1,3,3.0,4.0,2.0,22666.710843
45,0,0.0,Sales,2,3,Life Sciences,2434,Female,2,Manufacturing Director,Married,83960,3.0,15,2,25.0,3,23,14,4,2,3,3.0,3.0,2.0,22754.899598
24,1,1.0,Sales,6,2,Medical,2435,Female,2,Manager,Married,20070,1.0,12,0,1.0,2,1,0,0,2,3,4.0,3.0,3.0,23129.224899
47,1,2.0,Research & Development,1,3,Medical,2436,Female,2,Sales Executive,Married,196270,7.0,11,2,25.0,1,23,14,10,3,3,3.0,3.0,1.0,24455.469879
26,0,1.0,Research & Development,9,1,Medical,2437,Male,1,Sales Executive,Married,106860,1.0,14,1,3.0,2,3,0,2,3,3,4.0,3.0,4.0,27674.698795
45,0,1.0,Research & Development,1,4,Life Sciences,2438,Male,1,Research Director,Single,29420,1.0,22,1,21.0,4,21,8,6,3,4,4.0,2.0,3.0,23881.365461
32,0,2.0,Sales,1,1,Marketing,2439,Male,2,Laboratory Technician,Married,88580,6.0,16,1,10.0,2,5,1,3,3,3,1.0,3.0,2.0,24791.610441
31,0,1.0,Research & Development,14,2,Life Sciences,2440,Male,1,Sales Executive,Married,167560,1.0,11,2,6.0,5,5,0,3,3,3,2.0,3.0,4.0,25889.228915
41,0,0.0,Sales,2,2,Medical,2441,Male,2,Research Scientist,Married,107980,6.0,14,2,10.0,5,3,1,2,1,3,3.0,2.0,3.0,27752.855421
40,0,1.0,Research & Development,22,2,Technical Degree,2442,Male,1,Healthcare Representative,Married,23230,2.0,16,1,18.0,2,1,0,0,3,3,2.0,1.0,3.0,35371.899598
24,0,1.0,Research & Development,3,3,Life Sciences,2443,Female,1,Research Scientist,Divorced,14160,1.0,15,1,6.0,3,6,1,2,2,3,2.0,1.0,4.0,21654.184738
46,0,1.0,Research & Development,6,3,Medical,2444,Male,4,Sales Executive,Single,46150,6.0,12,0,19.0,3,10,0,9,2,3,3.0,2.0,3.0,27210.196787
35,0,1.0,Sales,8,4,Life Sciences,2445,Male,1,Laboratory Technician,Married,24610,2.0,20,1,17.0,4,7,0,7,3,4,4.0,3.0,3.0,26696.554216
30,0,1.0,Sales,9,4,Marketing,2446,Male,1,Laboratory Technician,Married,87220,1.0,17,1,10.0,3,10,0,8,3,3,2.0,4.0,2.0,26278.7751
47,0,0.0,Research & Development,3,2,Life Sciences,2447,Female,2,Sales Executive,Married,39550,7.0,12,1,4.0,5,1,0,0,3,3,3.0,2.0,1.0,27656.698795
46,0,1.0,Research & Development,1,4,Technical Degree,2448,Female,3,Sales Executive,Divorced,99570,4.0,20,0,13.0,1,10,0,3,3,4,3.0,4.0,2.0,35264.032128
36,1,1.0,Research & Development,1,3,Medical,2449,Male,2,Manufacturing Director,Divorced,33760,5.0,20,0,16.0,3,2,2,2,3,4,2.0,1.0,3.0,37450.859437
32,1,1.0,Research & Development,26,3,Medical,2450,Female,2,Research Director,Single,88230,6.0,13,2,10.0,3,0,0,0,3,3,1.0,2.0,3.0,25188.353413
23,0,1.0,Sales,6,4,Life Sciences,2451,Male,3,Manufacturing Director,Single,103220,1.0,14,2,3.0,2,3,1,2,3,3,3.0,2.0,1.0,21634.28514
31,0,2.0,Sales,3,3,Marketing,2452,Male,2,Sales Executive,Single,46210,2.0,18,1,9.0,3,5,1,4,3,3,4.0,4.0,2.0,23417.638554
39,0,0.0,Research & Development,3,3,Life Sciences,2453,Female,2,Manufacturing Director,Married,109760,1.0,11,0,9.0,3,9,5,8,2,3,4.0,4.0,3.0,36613.871485
32,0,1.0,Research & Development,6,3,Technical Degree,2454,Male,1,Research Scientist,Married,36600,3.0,11,2,10.0,0,4,0,2,2,3,4.0,3.0,1.0,27534.618473
40,0,1.0,Sales,6,3,Life Sciences,2455,Male,3,Manufacturing Director,Single,104820,1.0,11,1,21.0,6,21,12,8,2,3,2.0,2.0,2.0,28567.602409
45,0,1.0,Research & Development,19,4,Medical,2456,Male,1,Sales Representative,Married,71190,4.0,15,0,9.0,2,5,0,3,3,3,3.0,3.0,4.0,28055.558232
30,0,2.0,Sales,9,3,Life Sciences,2457,Male,1,Research Director,Single,95820,0.0,12,1,10.0,2,9,0,7,3,3,4.0,1.0,3.0,22360.899598
24,0,2.0,Sales,3,4,Marketing,2458,Male,1,Sales Executive,Married,45080,0.0,11,1,3.0,5,2,2,1,3,3,1.0,4.0,3.0,21588.365461
30,1,2.0,Research & Development,10,3,Life Sciences,2459,Female,1,Human Resources,Divorced,22070,6.0,14,0,6.0,4,4,1,2,3,3,3.0,4.0,2.0,24171.453815
31,0,1.0,Research & Development,3,2,Life Sciences,2460,Male,3,Laboratory Technician,Married,77560,1.0,15,2,6.0,3,5,0,2,4,3,1.0,3.0,3.0,27427.674698
27,0,1.0,Sales,3,3,Life Sciences,2461,Male,1,Manager,Single,66940,1.0,13,1,6.0,2,6,1,4,2,3,3.0,4.0,2.0,22756.224899
29,1,1.0,Sales,4,3,Marketing,2462,Male,5,Research Scientist,Single,36910,1.0,13,0,2.0,3,2,2,2,3,3,2.0,2.0,3.0,24495.710843
29,0,2.0,Research & Development,8,4,Life Sciences,2463,Female,1,Sales Executive,Single,23770,8.0,21,1,10.0,2,3,0,2,3,4,4.0,3.0,4.0,31700.168674
30,0,1.0,Sales,7,3,Life Sciences,2464,Male,3,Sales Executive,Divorced,23130,2.0,11,0,12.0,5,7,1,7,3,3,3.0,1.0,3.0,28677.329317
34,0,1.0,Research & Development,1,2,Medical,2465,Female,2,Healthcare Representative,Married,176650,0.0,11,0,6.0,5,5,1,2,2,3,4.0,4.0,3.0,35631.7751
33,0,0.0,Research & Development,2,4,Medical,2466,Male,1,Sales Representative,Single,25960,8.0,14,1,13.0,4,11,1,7,3,3,4.0,2.0,2.0,26603.485943
49,0,1.0,Sales,3,4,Marketing,2467,Male,1,Sales Executive,Single,47280,3.0,11,1,8.0,4,5,0,4,3,3,4.0,4.0,4.0,27735.437751
33,1,1.0,Research & Development,10,3,Life Sciences,2468,Male,1,Sales Executive,Single,43020,2.0,13,0,11.0,3,0,0,0,1,3,1.0,1.0,2.0,29843.349397
38,0,2.0,Research & Development,28,3,Medical,2469,Male,1,Healthcare Representative,Married,29790,4.0,12,1,9.0,3,6,0,5,3,3,3.0,2.0,2.0,28278.277108
31,1,1.0,Human Resources,9,4,Human Resources,2470,Male,2,Laboratory Technician,Married,168850,2.0,14,2,10.0,2,1,0,0,3,3,1.0,3.0,3.0,22287.248995
29,0,1.0,Research & Development,3,4,Other,2471,Female,2,Sales Representative,Divorced,55930,1.0,13,1,1.0,3,1,0,0,3,3,4.0,1.0,3.0,22785.979919
30,0,1.0,Research & Development,2,1,Medical,2472,Male,1,Sales Representative,Married,104450,3.0,18,1,10.0,3,7,1,7,3,3,3.0,3.0,3.0,24367.092369
32,0,0.0,Research & Development,10,4,Life Sciences,2473,Female,1,Laboratory Technician,Single,87400,2.0,11,1,12.0,2,7,0,7,3,3,2.0,2.0,3.0,21542.37751
